"Gene.ID"	"Gene.symbol"
"8828"	"NRP2"
"131450"	"CD200R1"
""	""
"11096"	"ADAMTS5"
"80201"	"HKDC1"
"83473"	"KATNAL2"
"100130417"	"LOC100130417"
"22879"	"MON1B"
"374393"	"FAM111B"
"5909"	"RAP1GAP"
"85441"	"HELZ2"
"2778"	"GNAS"
"3670"	"ISL1"
""	""
"51291"	"GMIP"
""	""
"574449///160313"	"MIR492///KRT19P2"
"90141"	"EFCAB11"
"254013"	"ETFBKMT"
"535"	"ATP6V0A1"
"56987"	"BBX"
"6096"	"RORB"
"203523"	"ZNF449"
""	""
"93974"	"ATPIF1"
"6549"	"SLC9A2"
"5727"	"PTCH1"
"537"	"ATP6AP1"
""	""
"57502"	"NLGN4X"
"10505"	"SEMA4F"
"50865"	"HEBP1"
""	""
"9867"	"PJA2"
"190"	"NR0B1"
"3609"	"ILF3"
"201931"	"TMEM192"
"23271"	"CAMSAP2"
"440193"	"CCDC88C"
"11021"	"RAB35"
"92154"	"MTSS1L"
""	""
"9457"	"FHL5"
"1295"	"COL8A1"
"64344"	"HIF3A"
"144165"	"PRICKLE1"
"90507"	"SCRN2"
""	""
"4233"	"MET"
"23052"	"ENDOD1"
"6659"	"SOX4"
"9910"	"RABGAP1L"
"2897"	"GRIK1"
"7171"	"TPM4"
"51359"	"ERVH-4"
"117157"	"SH2D1B"
""	""
"64779"	"MTHFSD"
"8076"	"MFAP5"
"160857"	"CCDC122"
"158158"	"RASEF"
"8850"	"KAT2B"
"1029"	"CDKN2A"
"729993"	"SHISA9"
"89781"	"HPS4"
""	""
"100616237///780"	"MIR4640///DDR1"
"107984282"	"LOC107984282"
"254122"	"SNX32"
""	""
"6252"	"RTN1"
"4088"	"SMAD3"
""	""
""	""
"2339"	"FNTA"
"124540"	"MSI2"
""	""
"148223"	"C19orf25"
"2205"	"FCER1A"
"80821"	"DDHD1"
"145483"	"FAM161B"
"55423"	"SIRPG"
"100506025"	"ISPD-AS1"
"6392"	"SDHD"
"57097"	"PARP11"
"285456"	"RPL34-AS1"
"105372127"	"TCF4-AS1"
"100287227"	"TIPARP-AS1"
"3233"	"HOXD4"
"7837"	"PXDN"
"51231"	"VRK3"
""	""
"116966"	"WDR17"
"157931"	"LOC157931"
"389"	"RHOC"
"90952"	"ESAM"
"2915"	"GRM5"
"6235"	"RPS29"
"10772"	"SRSF10"
""	""
"101927657"	"LOC101927657"
"58495"	"OVOL2"
"9725"	"TMEM63A"
"400831"	"C20orf202"
"755"	"C21orf2"
"11165"	"NUDT3"
"27292"	"DIMT1"
"283854"	"CASC22"
"9462"	"RASAL2"
"245937"	"DEFB124"
"8091"	"HMGA2"
"101927244"	"LOC101927244"
"9986"	"RCE1"
""	""
""	""
"57494"	"RIMKLB"
""	""
"2688///1444///1442"	"GH1///CSHL1///CSH1"
"54815"	"GATAD2A"
""	""
"57589"	"RIC1"
"117196"	"MRGPRX4"
"8543"	"LMO4"
"202018"	"TAPT1"
""	""
"6734"	"SRPRA"
"84669///9098"	"USP32///USP6"
""	""
"646778"	"LOC646778"
"55547"	"HAB1"
"641467"	"TSC22D1-AS1"
"53616"	"ADAM22"
"652972"	"LRRC37A5P"
"27018"	"BEX3"
"55652"	"SLC48A1"
""	""
"781"	"CACNA2D1"
"23168"	"RTF1"
"5469"	"MED1"
"7638"	"ZNF221"
"8568"	"RRP1"
"83700"	"JAM3"
"285736"	"FLJ35700"
""	""
""	""
""	""
"57476"	"GRAMD1B"
""	""
"85236"	"HIST1H2BK"
"3842"	"TNPO1"
"83956"	"RACGAP1P"
""	""
"8497"	"PPFIA4"
"2515"	"ADAM2"
"3428"	"IFI16"
"3696"	"ITGB8"
""	""
""	""
"8506"	"CNTNAP1"
"79150"	"MGC4859"
""	""
""	""
"64799"	"IQCH"
"3336"	"HSPE1"
"29941"	"PKN3"
"2886"	"GRB7"
"10841"	"FTCD"
"51132///26986"	"RLIM///PABPC1"
"7634"	"ZNF80"
"3736"	"KCNA1"
"283209"	"PGM2L1"
""	""
"100506757"	"LINC00629"
""	""
"115939"	"TSR3"
"5594"	"MAPK1"
"6574"	"SLC20A1"
"51666"	"ASB4"
"79365"	"BHLHE41"
"57226"	"LYRM2"
"163081"	"ZNF567"
"148103"	"ZNF599"
"3200"	"HOXA3"
"9570"	"GOSR2"
"10299"	"MARCH6"
""	""
"220108"	"FAM124A"
"822"	"CAPG"
"7227"	"TRPS1"
"139212"	"PIH1D3"
"100499467///400619"	"LINC00673///LINC00511"
"100506504"	"LOC100506504"
"8721"	"EDF1"
"285830"	"HLA-F-AS1"
"2746"	"GLUD1"
""	""
""	""
"767"	"CA8"
"150005"	"LOC150005"
"56000"	"NXF3"
"255762"	"PDZD9"
"2200"	"FBN1"
"2263"	"FGFR2"
"91603"	"ZNF830"
""	""
"125113"	"KRT222"
"55422"	"ZNF331"
"4099"	"MAG"
"57082"	"KNL1"
"346689"	"KLRG2"
"57224"	"NHSL1"
""	""
"64801"	"ARV1"
""	""
"27293"	"SMPDL3B"
""	""
"10255"	"HCG9"
"23080"	"AVL9"
"27092"	"CACNG4"
""	""
"101928728"	"LOC101928728"
"105371038"	"LOC105371038"
""	""
"348808"	"NPHP3-AS1"
"652966///652965///26781///1973"	"SNORD10///SNORA48///SNORA67///EIF4A1"
"101928269///100506403///861"	"LOC101928269///LOC100506403///RUNX1"
"5194"	"PEX13"
""	""
""	""
"157869"	"SBSPON"
"7204"	"TRIO"
"50944"	"SHANK1"
""	""
"9618"	"TRAF4"
"23271"	"CAMSAP2"
""	""
"654780"	"LOC654780"
"164633"	"CABP7"
""	""
""	""
"4350"	"MPG"
"65977"	"PLEKHA3"
"79929"	"MAP6D1"
"51720"	"UIMC1"
"79587"	"CARS2"
"5875"	"RABGGTA"
"51592"	"TRIM33"
""	""
"50853"	"VILL"
"7249"	"TSC2"
"283521"	"LINC00282"
"7035"	"TFPI"
"5798"	"PTPRN"
"201895"	"SMIM14"
"285440"	"CYP4V2"
"79919"	"C2orf54"
"105374419"	"LOC105374419"
"643923///55531"	"LOC643923///ELMOD1"
"256223"	"CDRT15L2"
"283507"	"SUGT1P3"
""	""
"675"	"BRCA2"
"2769"	"GNA15"
""	""
"5924"	"RASGRF2"
"1585"	"CYP11B2"
"115098"	"CCDC124"
"10975"	"UQCR11"
"1586"	"CYP17A1"
"10250"	"SRRM1"
"55110///4116"	"MAGOHB///MAGOH"
"101927165"	"LOC101927165"
"642559"	"POU5F1P3"
"7266"	"DNAJC7"
"3031"	"HADHAP1"
""	""
"2122"	"MECOM"
"11273"	"ATXN2L"
"114134"	"SLC2A13"
""	""
"1943"	"EFNA2"
"55238"	"SLC38A7"
"7039"	"TGFA"
""	""
""	""
"383"	"ARG1"
"27000"	"DNAJC2"
"100874110"	"GLYCTK-AS1"
"9223"	"MAGI1"
"406962///9406"	"MIR186///ZRANB2"
""	""
""	""
"7171"	"TPM4"
"10910"	"SUGT1"
"3672"	"ITGA1"
""	""
""	""
""	""
"51152"	"LINC00328"
"26747"	"NUFIP1"
""	""
"57551"	"TAOK1"
"29906"	"ST8SIA5"
"6830"	"SUPT6H"
"79648"	"MCPH1"
"10058"	"ABCB6"
"100526767///51652///7844"	"RNF103-CHMP3///CHMP3///RNF103"
"57132"	"CHMP1B"
"3495"	"IGHD"
"339298"	"LOC339298"
""	""
"284958"	"NT5DC4"
"27258"	"LSM3"
"6717"	"SRI"
"144363"	"LYRM5"
"23360"	"FNBP4"
"283464"	"GXYLT1"
"284513"	"LOC284513"
""	""
"246126"	"TXLNGY"
"79722"	"ANKRD55"
"339983"	"NAT8L"
"9524"	"TECR"
"60436"	"TGIF2"
"1996"	"ELAVL4"
"100533496///284040///201158"	"TVP23C-CDRT4///CDRT4///TVP23C"
"2209"	"FCGR1A"
"64430"	"PCNX4"
"253260"	"RICTOR"
"1793"	"DOCK1"
"755"	"C21orf2"
"54065"	"SMIM11A"
""	""
"2833"	"CXCR3"
"1436"	"CSF1R"
"54965"	"PIGX"
""	""
"2531"	"KDSR"
"2029"	"ENSA"
"54784"	"ALKBH4"
"23184"	"MESDC2"
"113452"	"TMEM54"
"51195"	"RAPGEFL1"
""	""
"6459///6458"	"SH3GL1P2///SH3GL1P1"
"2070"	"EYA4"
"79465"	"ULBP3"
"11152"	"WDR45"
"89884"	"LHX4"
""	""
"8569"	"MKNK1"
"84503"	"ZNF527"
"388125"	"C2CD4B"
"101927112"	"LINC01581"
""	""
"64641"	"EBF2"
"172"	"AFG3L1P"
""	""
"57636"	"ARHGAP23"
"1356"	"CP"
"80318"	"GKAP1"
"59350"	"RXFP1"
"27101"	"CACYBP"
""	""
""	""
""	""
"1238"	"ACKR2"
""	""
"93624"	"TADA2B"
"81856"	"ZNF611"
""	""
""	""
"23223"	"RRP12"
""	""
"85369"	"STRIP1"
""	""
"169044"	"COL22A1"
"25942"	"SIN3A"
"23549"	"DNPEP"
"222171"	"PRR15"
"55757"	"UGGT2"
"1758"	"DMP1"
"101929147"	"LOC101929147"
"51347"	"TAOK3"
"729220"	"FLJ45513"
""	""
""	""
"1901"	"S1PR1"
"5340"	"PLG"
""	""
"27345"	"KCNMB4"
""	""
""	""
"23098"	"SARM1"
"253805"	"LOC253805"
"7975"	"MAFK"
"84733"	"CBX2"
"10166"	"SLC25A15"
"8243"	"SMC1A"
"57235"	"KIAA0485"
"6992"	"PPP1R11"
"6744"	"SSFA2"
"131965"	"METTL6"
""	""
"93010"	"B3GNT7"
"5935"	"RBM3"
"105370737"	"LOC105370737"
""	""
""	""
"64901"	"RANBP17"
"27004"	"TCL6"
"1741"	"DLG3"
"5828"	"PEX2"
"7576"	"ZNF28"
"57010"	"CABP4"
"100128139"	"LINC01233"
""	""
""	""
"9575"	"CLOCK"
"57620"	"STIM2"
"283867"	"LINC00922"
""	""
"4188"	"MDFI"
"101928245"	"LOC101928245"
""	""
""	""
"11102"	"RPP14"
""	""
"23263"	"MCF2L"
"497258"	"BDNF-AS"
"158158"	"RASEF"
""	""
""	""
"338"	"APOB"
"223075"	"CCDC129"
"199786"	"FAM129C"
"100505624"	"GTF3C2-AS1"
"4638"	"MYLK"
"56947"	"MFF"
"7320"	"UBE2B"
"64919"	"BCL11B"
"101929747"	"LOC101929747"
"26251"	"KCNG2"
"9729"	"KIAA0408"
"101929586"	"LOC101929586"
""	""
""	""
""	""
"11057"	"ABHD2"
"4832"	"NME3"
"2692"	"GHRHR"
"26273"	"FBXO3"
"266553"	"OFCC1"
"443"	"ASPA"
"100129250"	"TOPORS-AS1"
"56942"	"CMC2"
"9019"	"MPZL1"
"83853"	"ROPN1L"
""	""
""	""
""	""
"3757"	"KCNH2"
"643837"	"LINC01128"
""	""
""	""
"3507"	"IGHM"
"765"	"CA6"
"2891"	"GRIA2"
"196415"	"C12orf77"
""	""
""	""
"100861437///83871"	"NARR///RAB34"
"3492"	"IGH"
""	""
""	""
""	""
""	""
"285902///90827///10793"	"LOC285902///ZNF479///ZNF273"
""	""
"116369"	"SLC26A8"
""	""
"105370178"	"LOC105370178"
""	""
"22820"	"COPG1"
"10401"	"PIAS3"
"316"	"AOX1"
"100129034"	"LOC100129034"
"5520"	"PPP2R2A"
""	""
"3492"	"IGH"
"83658"	"DYNLRB1"
"338376"	"IFNE"
"11243"	"PMF1"
"7874"	"USP7"
""	""
"26471"	"NUPR1"
"145282"	"MIPOL1"
"93100"	"NAPRT"
""	""
""	""
""	""
"6602"	"SMARCD1"
"6801"	"STRN"
""	""
"81553"	"FAM49A"
"100130460///272"	"CAND1.11///AMPD3"
""	""
""	""
"117584"	"RFFL"
"64788"	"LMF1"
"29094"	"LGALSL"
""	""
"667"	"DST"
"9108"	"MTMR7"
"440352"	"SNX29P2"
"3916"	"LAMP1"
"100289683"	"ERVH-3"
"50810"	"HDGFRP3"
"55698"	"RADIL"
"91392"	"ZNF502"
"55151"	"TMEM38B"
"64168"	"NECAB1"
"3899"	"AFF3"
"100506125"	"LOC100506125"
"260425"	"MAGI3"
"100289373"	"UBAC2-AS1"
"55188"	"RIC8B"
"1178"	"CLC"
"138162"	"C9orf116"
""	""
"112937"	"GLB1L3"
"1594"	"CYP27B1"
"93426"	"SYCE1"
""	""
"4320"	"MMP11"
"774"	"CACNA1B"
"131870"	"NUDT16"
""	""
""	""
"57648"	"KIAA1522"
""	""
"1768"	"DNAH6"
"83939"	"EIF2A"
"6915"	"TBXA2R"
"54901"	"CDKAL1"
"102723722///100132273"	"LOC102723722///NDUFA6-AS1"
""	""
"93099"	"DMKN"
"1009"	"CDH11"
"85439"	"STON2"
"653464///647135///23380"	"SRGAP2C///SRGAP2B///SRGAP2"
""	""
"10533"	"ATG7"
""	""
"102724316///387647"	"SVIL-AS1///PTCHD3P1"
"55600"	"ITLN1"
""	""
"83863"	"TTTY5"
"1654"	"DDX3X"
"9481"	"SLC25A27"
"100507513"	"LOC100507513"
""	""
"862"	"RUNX1T1"
"5452"	"POU2F2"
"54165"	"DCUN1D1"
"79109"	"MAPKAP1"
"23564"	"DDAH2"
"64397"	"ZNF106"
"64975"	"MRPL41"
""	""
"55064"	"SPATA6L"
"149840"	"C20orf196"
"224"	"ALDH3A2"
""	""
"57515"	"SERINC1"
"4205"	"MEF2A"
""	""
""	""
"90338"	"ZNF160"
"121274"	"ZNF641"
"55701"	"ARHGEF40"
"54891"	"INO80D"
"29993"	"PACSIN1"
"132203"	"SNTN"
"163115"	"ZNF781"
"57572"	"DOCK6"
"91689"	"SMDT1"
"4684"	"NCAM1"
""	""
"1262"	"CNGA4"
"6783"	"SULT1E1"
"114915"	"EPB41L4A-AS1"
""	""
"8621"	"CDK13"
"137392"	"FAM92A1"
"56154"	"TEX15"
"51251"	"NT5C3A"
"6774"	"STAT3"
"101928535"	"LOC101928535"
""	""
"100653296///100288778///100287171///100134445///653635///375690///375260///374666"	"LOC100653296///LOC100288778///WASH1///LOC100134445///WASH7P///WASH5P///WASH2P///WASH3P"
"79000"	"AUNIP"
"1968"	"EIF2S3"
""	""
"196403"	"DTX3"
"100616358///10608"	"MIR4800///MXD4"
""	""
"100126784"	"LOC100126784"
"27246"	"RNF115"
"2746"	"GLUD1"
"5817"	"PVR"
"131890"	"GRK7"
"1750"	"DLX6"
"6496"	"SIX3"
"100533990///346///344"	"APOC4-APOC2///APOC4///APOC2"
""	""
"5074"	"PAWR"
"6461"	"SHB"
""	""
"101927256"	"LOC101927256"
"83449"	"PMFBP1"
"84060"	"RBM48"
"114771"	"PGLYRP3"
"101927124"	"LOC101927124"
""	""
"8453"	"CUL2"
""	""
"656"	"BMP8B"
"54555"	"DDX49"
""	""
"90011"	"KIR3DX1"
"79758"	"DHRS12"
"5967"	"REG1A"
"4345"	"CD200"
""	""
"64167"	"ERAP2"
"9563"	"H6PD"
"83858///55210"	"ATAD3B///ATAD3A"
"79886"	"CAAP1"
"54584"	"GNB1L"
"23363"	"OBSL1"
""	""
""	""
""	""
"27341"	"RRP7A"
"158427"	"TSTD2"
"2260"	"FGFR1"
"101928894"	"LOC101928894"
"168448"	"CDC14C"
"137735"	"ABRA"
"5077"	"PAX3"
"4969"	"OGN"
""	""
"51684"	"SUFU"
"4222"	"MEOX1"
""	""
""	""
"55908"	"ANGPTL8"
"9211"	"LGI1"
"114044"	"MCM3AP-AS1"
"80217"	"CFAP43"
"57722"	"IGDCC4"
"10944"	"C11orf58"
""	""
"3276"	"PRMT1"
""	""
"729966///5143"	"LOC729966///PDE4C"
"1622"	"DBI"
""	""
"441666"	"LOC441666"
""	""
"114042"	"LINC00334"
"54756"	"IL17RD"
"115330"	"GPR146"
"84939"	"MUM1"
""	""
"80014///53842"	"WWC2///CLDN22"
"143884"	"CWF19L2"
"57657"	"HCN3"
"253769"	"WDR27"
"79869"	"CPSF7"
"2555"	"GABRA2"
""	""
"999"	"CDH1"
"100316868"	"HOTTIP"
"3204"	"HOXA7"
"51091"	"SEPSECS"
"100874392///729171///728747///441430///441425///440482///84210"	"ANKRD20A12P///ANKRD20A8P///ANKRD20A4///ANKRD20A2///ANKRD20A3///ANKRD20A5P///ANKRD20A1"
""	""
""	""
"646627"	"LYPD8"
"80003"	"PCNX2"
"7098"	"TLR3"
"645323///407047"	"LINC00461///MIR9-2"
"79074"	"C2orf49"
"50943"	"FOXP3"
"79875"	"THSD4"
"81494"	"CFHR5"
"100506248///100422885///100422872///100302285///728026///5757"	"LOC100506248///MIR1244-2///MIR1244-3///MIR1244-1///LOC728026///PTMA"
"51693"	"TRAPPC2L"
"11043"	"MID2"
"101928770"	"LINC01526"
"81928"	"CABLES2"
""	""
"55051"	"NRDE2"
"203100"	"HTRA4"
"85456"	"TNKS1BP1"
""	""
"105375773"	"LOC105375773"
"8642"	"DCHS1"
""	""
"5494"	"PPM1A"
""	""
"79838"	"TMC5"
""	""
"79712"	"GTDC1"
"23201"	"FAM168A"
"84690"	"SPATA22"
""	""
"387895"	"LINC00944"
"25939"	"SAMHD1"
"4055"	"LTBR"
"64776"	"C11orf1"
""	""
"10044"	"SH2D3C"
"115265"	"DDIT4L"
"55593"	"OTUD5"
"80174"	"DBF4B"
"79758"	"DHRS12"
"100506827"	"LVCAT1"
""	""
"9468"	"PCYT1B"
""	""
"101930452"	"LOC101930452"
"23544"	"SEZ6L"
"59269"	"HIVEP3"
"3201"	"HOXA4"
"253650"	"ANKRD18A"
"100124700"	"HOTAIR"
"29777"	"ABT1"
""	""
"26018"	"LRIG1"
""	""
"55334"	"SLC39A9"
"145741"	"C2CD4A"
"727940///84528"	"RHOXF2B///RHOXF2"
"4249"	"MGAT5"
""	""
"10966"	"RAB40B"
"6899"	"TBX1"
"1841"	"DTYMK"
""	""
"30847"	"CECR9"
""	""
"23093"	"TTLL5"
""	""
"8559"	"PRPF18"
""	""
"644538"	"SMIM10"
"51144"	"HSD17B12"
"9517"	"SPTLC2"
"23286"	"WWC1"
"440944"	"THUMPD3-AS1"
"84073"	"MYCBPAP"
"8671"	"SLC4A4"
"388722"	"C1orf53"
"389362"	"PSMG4"
"56651"	"LINC00470"
"114787"	"GPRIN1"
"55628"	"ZNF407"
"26499"	"PLEK2"
""	""
"120114"	"FAT3"
"143630"	"UBQLNL"
""	""
"23305"	"ACSL6"
""	""
"23558"	"WBP2"
"4635"	"MYL4"
"1515"	"CTSV"
"134218"	"DNAJC21"
""	""
""	""
"4771"	"NF2"
"970"	"CD70"
"5522"	"PPP2R2C"
"79683"	"ZDHHC14"
"84532"	"ACSS1"
"115811"	"IQCD"
"7163"	"TPD52"
"388336"	"SHISA6"
"30000"	"TNPO2"
"1820"	"ARID3A"
""	""
"401577"	"CD99P1"
"106481339"	"RNU6-501P"
"57082"	"KNL1"
"26297"	"SERGEF"
""	""
"10440"	"TIMM17A"
"10600"	"USP16"
""	""
"140453"	"MUC17"
"119385"	"AGAP11"
"10915"	"TCERG1"
"100128198"	"LOC100128198"
"57167"	"SALL4"
"64784"	"CRTC3"
""	""
"2621"	"GAS6"
"23365"	"ARHGEF12"
"101927248"	"LOC101927248"
"51226"	"COPZ2"
""	""
"338440"	"ANO9"
"92291"	"CAPN13"
"55334"	"SLC39A9"
"50835"	"TAS2R9"
"55684"	"RABL6"
"149465"	"CFAP57"
"79899"	"PRR5L"
"83930"	"STARD3NL"
"55466"	"DNAJA4"
"9289"	"ADGRG1"
"146722"	"CD300LF"
"10771"	"ZMYND11"
"6660"	"SOX5"
"23363"	"OBSL1"
"91445"	"RNF185"
""	""
"54629"	"FAM63B"
"6390"	"SDHB"
"374655"	"ZNF710"
"6373"	"CXCL11"
"4043"	"LRPAP1"
""	""
"3667"	"IRS1"
""	""
"1124"	"CHN2"
"439933"	"LOC439933"
"60437"	"CDH26"
""	""
"4007"	"PRICKLE3"
"483"	"ATP1B3"
"375513"	"GUSBP4"
""	""
"3082"	"HGF"
"1201"	"CLN3"
"51115"	"RMDN1"
"55345"	"ZGRF1"
""	""
"54741"	"LEPROT"
"9088"	"PKMYT1"
"5582"	"PRKCG"
"79683"	"ZDHHC14"
"165918"	"RNF168"
"23286"	"WWC1"
"7745"	"ZKSCAN8"
""	""
"1501"	"CTNND2"
"27145"	"FILIP1"
"79923"	"NANOG"
"11345"	"GABARAPL2"
"146845"	"CFAP52"
""	""
""	""
"6932"	"TCF7"
"10690"	"FUT9"
"100874143"	"LINC00358"
"4782"	"NFIC"
"55180"	"LINS1"
"23005"	"MAPKBP1"
"100507600"	"LOC100507600"
""	""
"284273"	"ZADH2"
"29966"	"STRN3"
"54863"	"TOR4A"
"79819"	"WDR78"
"1401"	"CRP"
"6787"	"NEK4"
"85464"	"SSH2"
"2066"	"ERBB4"
"3537"	"IGLC1"
"100132101"	"HERC2P7"
"51247"	"PAIP2"
"9617"	"MTRF1"
"5174"	"PDZK1"
""	""
"102724368"	"CELSR3-AS1"
"4804"	"NGFR"
""	""
"51705"	"EMCN"
""	""
"80305"	"TRABD"
"114971"	"PTPMT1"
"64844"	"MARCH7"
"201725///54543"	"C4orf46///TOMM7"
"51013"	"EXOSC1"
""	""
"23544"	"SEZ6L"
"91978"	"TPGS1"
"84708"	"LNX1"
""	""
"64750"	"SMURF2"
"10042"	"HMGXB4"
"253018"	"HCG27"
"5069"	"PAPPA"
"245973"	"ATP6V1C2"
"100101467"	"ZSCAN30"
"9939"	"RBM8A"
"101930112///6687"	"LOC101930112///SPG7"
"56944"	"OLFML3"
""	""
"5244"	"ABCB4"
"375190"	"FAM228B"
"81629"	"TSSK3"
"4917"	"NTN3"
"55117"	"SLC6A15"
"23590"	"PDSS1"
"56899"	"ANKS1B"
"5965"	"RECQL"
"5049"	"PAFAH1B2"
"59307"	"SIGIRR"
"100129271"	"C1orf68"
"11101"	"ATE1"
""	""
"6483"	"ST3GAL2"
"7525"	"YES1"
"55421"	"NCBP3"
"8631"	"SKAP1"
"25924"	"MYRIP"
"339568"	"LOC339568"
"9882"	"TBC1D4"
"904"	"CCNT1"
""	""
"51727"	"CMPK1"
""	""
"54932"	"EXD3"
"57798"	"GATAD1"
"28966"	"SNX24"
""	""
"22807"	"IKZF2"
""	""
"389337"	"ARHGEF37"
"158131"	"OR1Q1"
"7030"	"TFE3"
"121506"	"ERP27"
"6870"	"TACR3"
""	""
"5786"	"PTPRA"
"100287366"	"OSTM1-AS1"
"3834"	"KIF25"
""	""
""	""
"102465448///374395"	"MIR6748///TMEM179B"
"22915"	"MMRN1"
"1947"	"EFNB1"
"101927150"	"L3MBTL4-AS1"
"729515"	"TMEM242"
""	""
"727905///727830///647060///389730///26165"	"SPATA31A5///SPATA31A3///SPATA31A1///SPATA31A6///SPATA31A7"
""	""
"101928590"	"LOC101928590"
""	""
"152286"	"LOC152286"
"54807"	"ZNF586"
"338657"	"CCDC84"
""	""
"119392"	"SFR1"
""	""
"7047"	"TGM4"
""	""
"6548"	"SLC9A1"
""	""
"7341"	"SUMO1"
"256236"	"NAPSB"
"57690"	"TNRC6C"
"643401"	"LINC01021"
"29979"	"UBQLN1"
"92979"	"MARCH9"
""	""
""	""
"64231"	"MS4A6A"
"101929212"	"SMIM2-AS1"
"959"	"CD40LG"
"79086"	"SMIM7"
"154007"	"SNRNP48"
"266917"	"D21S2088E"
""	""
""	""
"5443"	"POMC"
"55294"	"FBXW7"
"55784"	"MCTP2"
"1556"	"CYP2B7P"
"2747"	"GLUD2"
"91050"	"CCDC149"
"221477"	"C6orf89"
"124245"	"ZC3H18"
""	""
"79798"	"ARMC5"
""	""
"26821"	"SNORA74A"
""	""
"7582"	"ZNF33B"
""	""
""	""
"376267"	"RAB15"
"84436"	"ZNF528"
"140832"	"WFDC10A"
"286"	"ANK1"
"27242"	"TNFRSF21"
"64919"	"BCL11B"
"10298"	"PAK4"
"782"	"CACNB1"
"1003"	"CDH5"
"55553"	"SOX6"
"5175"	"PECAM1"
"339105"	"PRSS53"
"352961"	"HCG26"
"5178"	"PEG3"
"4883"	"NPR3"
""	""
"162998"	"OR7D2"
"22927"	"HABP4"
"6794"	"STK11"
"1350"	"COX7C"
"9187"	"SLC24A1"
""	""
"729732"	"LOC729732"
"57494"	"RIMKLB"
"58525"	"WIZ"
"200959"	"GABRR3"
"8792"	"TNFRSF11A"
"389362"	"PSMG4"
"10551"	"AGR2"
"30011"	"SH3KBP1"
"100132815"	"IPO5P1"
"1803"	"DPP4"
"2290"	"FOXG1"
""	""
"286042"	"FAM86B3P"
"1829"	"DSG2"
"26164"	"MTG2"
"729966///5143"	"LOC729966///PDE4C"
""	""
""	""
"56651"	"LINC00470"
"101927972"	"LOC101927972"
"387751"	"GVINP1"
"80177"	"MYCT1"
"55084"	"SOBP"
"116986"	"AGAP2"
"146880"	"LOC146880"
""	""
"283871"	"PGP"
""	""
"23431"	"AP4E1"
"116328"	"C8orf34"
"54822"	"TRPM7"
"11343"	"MGLL"
"26298"	"EHF"
"4354"	"MPP1"
"10875"	"FGL2"
"10010"	"TANK"
"65125"	"WNK1"
"11098"	"PRSS23"
"1266"	"CNN3"
"6597"	"SMARCA4"
"255025"	"LINC00879"
"165721"	"DNAJB8"
""	""
"340024"	"SLC6A19"
"116328"	"C8orf34"
"6925"	"TCF4"
""	""
"105376944"	"LOC105376944"
"1453"	"CSNK1D"
"7070"	"THY1"
"5648"	"MASP1"
"9278"	"ZBTB22"
"101929719"	"LOC101929719"
"170062"	"FAM47B"
""	""
"101927396"	"LINC01514"
"56957"	"OTUD7B"
"2521"	"FUS"
"118987"	"PDZD8"
"23261"	"CAMTA1"
""	""
"317749///10901"	"DHRS4L2///DHRS4"
"26206"	"SPAG8"
""	""
""	""
"1813"	"DRD2"
"57135///57055///57054///1617"	"DAZ4///DAZ2///DAZ3///DAZ1"
"64800"	"EFCAB6"
"143686"	"SESN3"
"100506718///23768"	"LOC100506718///FLRT2"
""	""
""	""
""	""
""	""
""	""
"51050"	"PI15"
"285971"	"ZNF775"
"2547"	"XRCC6"
"100505824"	"LOC100505824"
"157556"	"BAALC-AS2"
"23625"	"FAM89B"
"156"	"GRK2"
""	""
"9203"	"ZMYM3"
"22898"	"DENND3"
""	""
"9125"	"CNOT9"
"1841"	"DTYMK"
"80325"	"ABTB1"
""	""
"91746"	"YTHDC1"
"26548"	"ITGB1BP2"
"166824"	"RASSF6"
"11278"	"KLF12"
"23704"	"KCNE4"
""	""
"6301"	"SARS"
"50810"	"HDGFRP3"
""	""
"101928009"	"LOC101928009"
"758"	"MPPED1"
"89766"	"UMODL1"
"205860"	"TRIML2"
"646450"	"ARIH2OS"
"1978"	"EIF4EBP1"
"84162"	"KIAA1109"
"101927826///150726"	"LOC101927826///FBXO41"
"8511///8510"	"MMP23A///MMP23B"
"56256"	"SERTAD4"
"7644"	"ZNF91"
""	""
"54059"	"YBEY"
"79098"	"C1orf116"
"285902///90827///10793"	"LOC285902///ZNF479///ZNF273"
"29785"	"CYP2S1"
""	""
"408"	"ARRB1"
"55633"	"TBC1D22B"
""	""
"8662"	"EIF3B"
""	""
"85443"	"DCLK3"
"100289518"	"LOC100289518"
"55356"	"SLC22A15"
""	""
"131578"	"LRRC15"
"80774"	"LIMD2"
""	""
"57835"	"SLC4A5"
"8425"	"LTBP4"
"101928784"	"RORA-AS1"
"220929"	"ZNF438"
"57158"	"JPH2"
""	""
"10699"	"CORIN"
"54862"	"CC2D1A"
"55220"	"KLHDC8A"
""	""
"64231"	"MS4A6A"
""	""
"7152"	"TOP1P2"
"255480"	"TBX5-AS1"
"5563"	"PRKAA2"
"5586"	"PKN2"
"57406"	"ABHD6"
"51542"	"VPS54"
"23432"	"GPR161"
""	""
"79805"	"VASH2"
""	""
"9830"	"TRIM14"
"1534"	"CYB561"
"9306"	"SOCS6"
"6513"	"SLC2A1"
"101927263"	"LOC101927263"
"10055"	"SAE1"
""	""
""	""
"51605"	"TRMT6"
"3720"	"JARID2"
